slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl
"hotel-home-hotel-locarno","@Home Hotel Locarno","Muralto","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Via San Gottardo 18 / Via Francesca, 6600 Muralto","23","Numero di camere/appartamenti **23**","+41917433183","welcome@homelocarno.com","mailto:welcome@homelocarno.com","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed",,"verified-external","250","250","CHF","1 Night, Price per double room. from CHF 250. Find out more about ... Sustainable. Muralto @Home Hotel Locarno 3 Stars. Find out more about ...",,,,"https://www.homelocarno.com/","https://www.myswitzerland.com/it/alloggi/home-hotel-locarno/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-home-hotel-locarno","https://www.myswitzerland.com/en/accommodations/hotel-search/-/lake-maggiore/?p=4"
"hotel-home-swiss-hotel","Home Swiss Hôtel","Genève","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Avenue de Sainte-Clotilde 7, 1205 Genève","39","Numero di camere/appartamenti **39**","+41223229550","info@homeswisshotel.ch","mailto:info@homeswisshotel.ch","","Swisstainable Livello I - committed","Valutazione su Ginto","Swisstainable Livello I - committed | Valutazione su Ginto","Premium","verified-external","423","344.75","USD","View all deals from $423",,,,"https://www.homeswisshotel.ch/","https://www.myswitzerland.com/it/alloggi/home-swiss-hotel-2/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-home-swiss-hotel","https://www.tripadvisor.com/ShowUserReviews-g188057-d10067040-r919318724-Home_Swiss_Hotel-Geneva.html"
"hotel-hood-hotel","Hood Hotel","Genève","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Av. de la Gare des Eaux-Vives 29, 1207 Genève","54","Numero di camere/appartamenti **54**","+41227771977","reservation@hoodgeneva.ch","mailto:reservation@hoodgeneva.ch","","","","",,"verified-external","201","163.81","USD","Nestled in the heart of Geneva, **HOOD Hotel** offers an exceptional blend of style, comfort, and affordability. With an average room price ranging from $201 to $250, it stands out as a remarkable option for travelers seeking a sophisticated stay without breaking the bank. This pricing not only provides access to well-appointed rooms and modern amenities but also positions **HOOD Hotel** as a cost-effective alternative to other accommodations in the city.",,,,"https://hoodgeneva.ch/fr/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hood-hotel","https://www.agoda.com/en-za/hood-hotel/hotel/geneva-ch.html"
"hotel-hop-apartments-suites","HOP Apartments & Suites","Unterseen","4","false","Serviced Apartments 4 stelle","Serviced Apartments","Classificato come Serviced Apartments 4 stelle da HotellerieSuisse","Obere Goldey 85, 3800 Unterseen","20","Numero di camere/appartamenti **20**","+41793857786","hello@hopapartments.ch","mailto:hello@hopapartments.ch","Design","Swisstainable Livello I - committed","","Design | Swisstainable Livello I - committed","Premium","verified-external","458","373.27","USD","View all 6 deals from $458",,,,"https://www.hopapartments.com/","https://www.myswitzerland.com/it/alloggi/aparthotel-goldey/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hop-apartments-suites","https://www.tripadvisor.ca/Hotel_Review-g1110491-d228186-Reviews-HOP_Apartments_Suites-Unterseen_Interlaken_Bernese_Oberland_Canton_of_Bern.html"
"hotel-hostel-sonnenhof-wengen","Hostel Sonnenhof Wengen","Wengen","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Unter der Haussenegg 1012, 3823 Wengen","3","Numero di camere/appartamenti **3**",,,,"","","","",,"verified-external","150","122.25","USD","SG$0 - 150 SG$150 - 300 SG$300+",,,,,,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostel-sonnenhof-wengen","https://www.cozycozy.com/en-sg/wengen-switzerland-hostels"
"hotel-hostellerie-am-schwarzsee","Hostellerie am Schwarzsee","Schwarzsee","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Seestrasse 10, 1716 Schwarzsee","50","Numero di camere/appartamenti **50**","+41264127474","info@hostellerieamschwarzsee.ch","mailto:info@hostellerieamschwarzsee.ch","Seminars","","Valutazione su Ginto","Seminars | Valutazione su Ginto",,"verified-external","298","242.87","USD","View all 5 deals from $298","Peter Roodbeen","Direktor","https://www.hostellerieamschwarzsee.ch/de/hotel","http://www.hostellerieamschwarzsee.ch/","https://www.myswitzerland.com/it/alloggi/hostellerie-am-schwarzsee/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostellerie-am-schwarzsee","https://www.tripadvisor.com/Hotel_Review-g1140520-d1065532-Reviews-Hostellerie_am_Schwarzsee-Schwarzsee_Canton_of_Fribourg.html"
"hotel-hostellerie-dorzival","Hostellerie d'Orzival","Vercorin","2","false","albergo 2 stelle","Hotel","Classificato come albergo 2 stelle da HotellerieSuisse","Impasse d’Orzival 10, 3967 Vercorin","16","Numero di camere/appartamenti **16**","+41274561119","info@orzival.vercorin.ch","mailto:info@orzival.vercorin.ch","","","","",,"verified-external","257","209.45","USD","View all 5 deals from $257",,,,"https://www.orzival-vercorin.ch/","https://www.myswitzerland.com/it/alloggi/hostellerie-dorzival/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostellerie-dorzival","https://www.tripadvisor.com/Hotel_Review-g1096346-d1065533-Reviews-Hostellerie_d_Orzival-Vercorin_Canton_of_Valais_Swiss_Alps.html"
"hotel-hostellerie-du-pas-de-lours","Hostellerie du Pas de l'Ours","Crans-Montana","5","false","albergo 5 stelle","Hotel","Classificato come albergo 5 stelle da HotellerieSuisse","Rue du Pas-de-l'Ours 41, 3963 Crans-Montana","15","Numero di camere/appartamenti **15**","+41274859333","contact@pasdelours.ch","mailto:contact@pasdelours.ch","Excellent Cuisine","","","Excellent Cuisine",,"verified-external","299","243.68","USD","Compare prices and find the best deal for the Hostellerie du Pas de l'Ours. Rates from $299 ... Crans-Montana, Switzerland. +41 27 485 93 33. 9.4. Wonderful.",,,,"https://www.pasdelours.ch/","https://www.myswitzerland.com/it/alloggi/hostellerie-du-pas-de-lours/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostellerie-du-pas-de-lours","https://www.kayak.com/Crans-Montana-Hotels-Hostellerie-Du-Pas-De-L-ours-Relais-Et-Chateaux.97339.ksp"
"hotel-hostellerie-du-xvieme-siecle","Hostellerie du XVIème siècle","Nyon","2","false","albergo 2 stelle","Hotel","Classificato come albergo 2 stelle da HotellerieSuisse","Rue Delafléchère 2, 1260 Nyon","19","Numero di camere/appartamenti **19**","+41229948800","contact@16eme.com","mailto:contact@16eme.com","Locanda","Swisstainable Livello I - committed","","Locanda | Swisstainable Livello I - committed",,"verified-external","204","184.21","EUR","View all 5 deals from €204",,,,"https://www.16eme.com/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostellerie-du-xvieme-siecle","https://www.tripadvisor.ie/Hotel_Review-g198830-d1444332-Reviews-or30-Hostellerie_du_XVIe_Siecle-Nyon_Nyon_District_Canton_of_Vaud.html"
"hotel-hostellerie-le-petit-manoir","Hostellerie Le Petit Manoir","Morges","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Avenue Ignace Paderewski 8, 1110 Morges","24","Numero di camere/appartamenti **24**","+41218041200","info@lepetitmanoir.ch","mailto:info@lepetitmanoir.ch","","Swisstainable Livello I - committed","Valutazione su Ginto","Swisstainable Livello I - committed | Valutazione su Ginto",,"verified-external","257","209.45","USD","View all 10 deals from $257",,,,"https://www.lepetitmanoir.ch/","https://www.myswitzerland.com/it/alloggi/hostellerie-le-petit-manoir/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hostellerie-le-petit-manoir","https://www.tripadvisor.ca/Hotel_Review-g198828-d1490271-Reviews-Hostellerie_Le_Petit_Manoir-Morges_Canton_of_Vaud.html"
"hotel-hota-hotel-porrentruy","Hota Hotel Porrentruy","Porrentruy",,"false",,,,"Rue Soeur Rita 1, 2900 Porrentruy","39","Numero di camere/appartamenti **39**","+41324659410","porrentruy@hotahotels.com","mailto:porrentruy@hotahotels.com","","","","",,"verified-external","186","151.59","USD","This hotel typically costs between $141 and $186 per night for the dates that you selected.",,,,"https://www.hotahotels.com/porrentruy","https://www.myswitzerland.com/it/alloggi/hota-hotel-porrentruy/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hota-hotel-porrentruy","https://www.google.com.jm/travel/hotels/entity/CgsImbigrrPP26XjARAB?utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ap=ugEGcHJpY2Vz&ei=YMmPabOTJbzdlsYPnsPs2AU&sa=X&ei=PN6PaeGCNr-wlsYPjcpl&ei=3PqPaci_HMewlsYPu_z1uA4&ved=2ahUKEwjIndqsk9iSAxVHmMUCHTt-HecQkP8FegUIBBDFAQ"
"hotel-hota-hotel-saint-imier","Hota Hotel Saint-Imier","St-Imier","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Rue du Vallon 30, 2610 St-Imier","48","Numero di camere/appartamenti **48**","+41329424210","saint.imier@hotahotels.com","mailto:saint.imier@hotahotels.com","Biking","Swisstainable Livello II - engaged","Valutazione su Ginto","Biking | Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","160","130.4","USD","View all 6 deals from $160",,,,"https://hotahotels.com/saint-imier/","https://www.myswitzerland.com/it/alloggi/hota-hotel-saint-imier/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hota-hotel-saint-imier","https://www.tripadvisor.ca/Hotel_Review-g2214282-d27726637-Reviews-Hota_Hotel_Saint_imier-Saint_Imier_Canton_of_Bern.html"
"hotel-hotel-1802","Hotel 1802","Schlatt TG",,"false",,,,"Klostergutstrasse 8a, 8252 Schlatt TG","34","Numero di camere/appartamenti **34**","+41525471232","hotel@1802.ch","mailto:hotel@1802.ch","","","","",,"verified-external","150","122.25","USD","Price per night. NZ$0 - 150. NZ$150 - 250. NZ$250+. Accommodation type ... Hotel 1802. 1 2. hotel , Schlatt (TG). Hotel 1802 in Schlatt (TG) is located 19 ...",,,,"https://www.1802.ch/de.html",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-1802","https://www.cozycozy.com/nz/schaffhausen-hotels"
"hotel-hotel-a-larze","Hôtel A Lârze","Le Châble VS","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Route de Corberaye 32, 1934 Le Châble VS","10","Numero di camere/appartamenti **10**","+41277761710","info@alarze.ch","mailto:info@alarze.ch","Biking","","Valutazione su Ginto","Biking | Valutazione su Ginto",,"unclassified",,,,,,,,"https://www.alarze.ch/","https://www.myswitzerland.com/it/alloggi/hotel-a-larze/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-a-larze",
"hotel-hotel-aare-thun-restaurant-freienhof","Hotel Aare Thun - Restaurant Freienhof","Thun","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Freienhofgasse 3, 3600 Thun","60","Numero di camere/appartamenti **60**","+41332275050","reception@hotelaarethun.ch","mailto:reception@hotelaarethun.ch","Business | Seminars","","Valutazione su Ginto","Business | Seminars | Valutazione su Ginto",,"verified-external","299","299","CHF","from CHF 299",,,,"https://www.hotelaarethun.ch/","https://www.myswitzerland.com/en/accommodations/hotel-freienhof/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-aare-thun-restaurant-freienhof","https://www.myswitzerland.com/en-ca/destinations/thun/"
"hotel-hotel-adeldorado","Hôtel Ad'Eldorado","Crans-Montana","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Route de Fleurs des Champs 15, 3963 Crans-Montana","30","Numero di camere/appartamenti **30**","+41274859888","info@hoteleldorado.ch","mailto:info@hoteleldorado.ch","","","Valutazione su Ginto","Valutazione su Ginto",,"unclassified",,,,,,,,"http://www.hoteleldorado.ch/","https://www.myswitzerland.com/it/alloggi/hotel-eldorado-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-adeldorado",
"hotel-hotel-adler-3","Hotel Adler","Stein am Rhein","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Adlergässli 4, 8260 Stein am Rhein","12","Numero di camere/appartamenti **12**","+41527412915","info@adlersteinamrhein.ch","mailto:info@adlersteinamrhein.ch","Biking","","Valutazione su Ginto","Biking | Valutazione su Ginto",,"verified-external","340","277.1","USD","[Hostels in Andermatt](https://www.momondo.com/hotels/hostels-in-andermatt-40680.ksp) from $340","Volkmar Hardegen. Vertretungsberechtigter","Geschäftsführer","https://adlersteinamrhein.ch/impressum_de.html","https://www.adlersteinamrhein.ch/","https://www.myswitzerland.com/it/alloggi/hotel-adler-stein-am-rhein/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-adler-3","https://www.momondo.com/hotels/stein-am-rhein/Hotel-Garni-Adler.mhd338063.ksp"
"hotel-hotel-adler-4","Hotel Adler","Sigriswil","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Dorfstrasse 36, 3655 Sigriswil","24","Numero di camere/appartamenti **24**","+41332512424","adler@adler.sigriswil.ch","mailto:adler@adler.sigriswil.ch","","","","",,"verified-external","229","229","CHF","A major default for a price of Sfr229 per night!!!""",,,,"http://www.adler-sigriswil.ch/","https://www.myswitzerland.com/it/alloggi/hotel-adler-sigriswil/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-adler-4","https://www.tripadvisor.com/Hotel_Review-g1130503-d2243114-Reviews-Hotel_Adler-Sigriswil_Bernese_Oberland_Canton_of_Bern.html"
"hotel-hotel-adler-zuerich","Hotel Adler Zürich","Zürich","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Rosengasse 10, 8001 Zürich","52","Numero di camere/appartamenti **52**","+41442669696","info@hotel.adler.ch","mailto:info@hotel.adler.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","308","251.02","USD","View all 11 deals from $308",,,,"https://www.hotel-adler.ch/","https://www.myswitzerland.com/it/alloggi/hotel-adler-zuerich/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-adler-zuerich","https://www.tripadvisor.ca/Hotel_Review-g188113-d262841-Reviews-Hotel_Adler_Zurich-Zurich.html"
"hotel-hotel-admiral-lugano","Hotel Admiral Lugano","Paradiso","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Via Geretta 15, 6900 Paradiso","96","Numero di camere/appartamenti **96**","+41919863838","info@luganohoteladmiral.ch","mailto:info@luganohoteladmiral.ch","","","","",,"verified-external","166","135.29","USD","View all 8 deals from $166",,,,"https://www.luganohoteladmiral.com/","https://www.myswitzerland.com/it/alloggi/hotel-admiral/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-admiral-lugano","https://www.tripadvisor.com/Hotel_Review-g8354270-d229475-Reviews-Hotel_Admiral-Paradiso_Canton_of_Ticino_Swiss_Alps.html"
"hotel-hotel-adula","Hotel Adula","Flims Waldhaus","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Via Sorts Sut 3, 7018 Flims Waldhaus","93","Numero di camere/appartamenti **93**","+41819282828","info@adula.ch","mailto:info@adula.ch","Biking | Excellent Cuisine | Hiking | Snowsports | Wellness & Spa","Swisstainable Livello I - committed","","Biking | Excellent Cuisine | Hiking | Snowsports | Swisstainable Livello I - committed | Wellness & Spa","Premium","verified-external","437","356.15","USD","from **$437**",,,,"https://adula.ch/","https://www.myswitzerland.com/it/alloggi/hotel-adula/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-adula","https://www.trivago.ca/en-CA/oar/hotel-adula-flims-waldhaus?search=100-26647"
"hotel-hotel-ahorni","Hotel Ahorni","Oberwald","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Hinterdorfstrasse 3, 3999 Oberwald","17","Numero di camere/appartamenti **17**","+41279732010","info@ahorni.ch","mailto:info@ahorni.ch","Hiking | Snowsports","","","Hiking | Snowsports",,"verified-external","301","245.31","USD","What are the rates for a stay at Hotel Ahorni?A stay is priced from $301 per night.",,,,"https://www.ahorni.ch/","https://www.myswitzerland.com/it/alloggi/hotel-ahorni/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-ahorni","https://en.planetofhotels.com/switzerland/oberwald/hotel-ahorni"
