slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-hotel-des-alpes-by-bruno-kernen,Hotel des Alpes by Bruno Kernen,Saanenmöser,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Saanenmöserstrasse 168, 3777 Saanenmöser",11,Numero di camere/appartamenti **11**,+41337480450,info@desalpes.ch,mailto:info@desalpes.ch,Golf | Hiking | Snowsports,,Valutazione su Ginto,Golf | Hiking | Snowsports | Valutazione su Ginto,,verified-external,249,202.93,USD,View all 4 deals from $249,,,,https://www.desalpes.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-by-bruno-kernen/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-by-bruno-kernen,https://www.tripadvisor.com/Hotel_Review-g1021491-d2618093-Reviews-Hotel_Des_Alpes-Saanenmoser_Saanen_Canton_of_Bern.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-arts,Hôtel des Arts,Neuchâtel,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue J.-L. Pourtalès 3, 2000 Neuchâtel",58,Numero di camere/appartamenti **58**,+41327276161,info@hoteldesarts.ch,mailto:info@hoteldesarts.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,,verified-external,180,146.7,USD,View all 8 deals from $180,,,,https://www.hoteldesarts.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-arts/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-arts,https://www.tripadvisor.com/Hotel_Review-g188066-d565811-Reviews-or35-Hotel_des_Arts-Neuchatel.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-bains-de-saillon,Hôtel des Bains de Saillon,Saillon,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Route du Centre Thermal 16, 1913 Saillon",145,Numero di camere/appartamenti **145**,+41276021111,reservations@bainsdesaillon.ch,mailto:reservations@bainsdesaillon.ch,Biking | Seminars | Wellness & Spa,Swisstainable Livello II - engaged,Valutazione su Ginto,Biking | Seminars | Swisstainable Livello II - engaged | Valutazione su Ginto | Wellness & Spa,,verified-external,178,145.07,USD,View all 8 deals from $178,,,,https://www.bainsdesaillon.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-bains-de-saillon/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-bains-de-saillon,https://www.tripadvisor.com/Hotel_Review-g1096345-d507056-Reviews-Bains_De_Saillon-Saillon_Canton_of_Valais_Swiss_Alps.html,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.bainsdesaillon.ch/,Les Bains de Saillon,"Hôtel et centre thermal doté de 145 chambres confortables, plusieurs restaurants à thèmes, un SPA Cinq monde et un parking extérieur gratuit à Saillon","Le Centre Thermal des Bains de Saillon offre un complexe hôtelier 4* avec 145 chambres et des vues sur les Alpes valaisannes, idéalement situé au cœur du Valais. Les visiteurs peuvent profiter d'installations de bien-être, y compris des bassins thermaux et plusieurs restaurants avec des espaces à thème.",Français | Deutsch | English | German | French,spa and wellness | family-friendly | gourmet dining | business events | Spa | Wellness,wellness-resort,true,Booking options are available for different packages such as 'Forfait Aventure' and 'Séjour Demi-Pension' with direct links to secure reservations.,,external_engine,thermal baths | spa and wellness | restaurant | event spaces | Spa | Wellness | Bar | Biking | Seminars | Swisstainable Livello II - engaged,families | adventure seekers | business travelers | Wellness travelers,luxurious comfort | scenic views | themed dining experiences,business_conference,5220924,0.68,
hotel-hotel-des-balances,Hotel Des Balances,Luzern,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Weinmarkt, 6004 Luzern",56,Numero di camere/appartamenti **56**,+41414182828,front@balances.ch,mailto:front@balances.ch,Business | Excellent Cuisine | Seminars,,Valutazione su Ginto,Business | Excellent Cuisine | Seminars | Valutazione su Ginto,,verified-external,336,273.84,USD,View all 9 deals from $336,,,,http://www.balances.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-balances/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-balances,https://www.tripadvisor.ca/Hotel_Review-g188064-d206048-Reviews-Hotel_des_Balances-Lucerne.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-horlogers-vallee-de-joux,Hôtel des Horlogers - Vallée de Joux,Le Brassus,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Route de France 8, 1348 Le Brassus",50,Numero di camere/appartamenti **50**,+41218450845,welcome@hdh.swiss,mailto:welcome@hdh.swiss,Biking | Business | Design | Excellent Cuisine | Seminars | Snowsports,Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Business | Design | Excellent Cuisine | Seminars | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto,Premium,fallback-star-rating,,,,,,,,https://www.hoteldeshorlogers.com/,https://www.myswitzerland.com/it/alloggi/hotel-des-horlogers-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-horlogers-vallee-de-joux,,true,premium_price_category | four_star_superior_signal,Premium price category | Four-star superior signal,premium_or_luxury | premium_or_luxury,enriched,https://www.hoteldeshorlogers.com/,Hôtel des Horlogers -  Rooms & Suites -  Vallée de Joux,"Located in the heart of la Vallée de Joux, Hôtel des Horlogers offers you a dazzling setting and a wide range of possibilities to make your stay memorable.","Hotel des Horlogers is located in Vallee de Joux, offering elegant rooms with stunning views of the Risoud forest and eco-responsible tourism standards. Guests can enjoy a range of culinary experiences and wellness services in a warm atmosphere.",English | French,nature lovers | watch lovers | romantic lovers | sports lovers | food lovers | Spa,relaxing-nature,true,Links to secure booking for various experiences | Pricing details for packages and offers,Booking.com mention,native_direct,spa services | fine dining | bicycle rental | guided tours | cooking classes | Spa | Wellness | Restaurant | Bar | Meeting rooms,couples | food lovers | nature enthusiasts | sports lovers | Groups and events | Wellness travelers | Ski travelers | Wedding guests,eco-friendly | elegant | luxurious | local partnerships | Design-led | Heritage | Alpine aesthetic,upper_upscale,,0.68,
hotel-hotel-des-innovations,Hôtel des Innovations,Marly,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Route de l'Ancienne Papeterie 106, 1723 Marly",167,Numero di camere/appartamenti **167**,+41264362525,contact@hdi.ch,mailto:contact@hdi.ch,Seminars,,,Seminars,,verified-external,340,277.1,USD,from **$340**,,,,https://www.hdi.ch/fr,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-innovations,https://www.trivago.ca/en-CA/oar/hotel-h%25C3%25B4tel-des-innovations-marly?search=100-42783348,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.hdi.ch/fr,"Hôtel 4 étoiles à Marly, Suisse | Hôtel des Innovations","Découvrez l'Hôtel des Innovations, un hôtel 4 étoiles pour les affaires à Marly, Suisse, alliant design moderne et sérénité. Séjournez dans des espaces élégants et relaxants.","L'Hôtel des Innovations is a four-star hotel located in Marly, offering 167 wellness rooms and suites, including fully equipped apartments for extended stays. The hotel features 11 conference rooms that can accommodate 2 to 200 guests, making it ideal for both leisure and business travelers.",English | French,wellness | business | conference | Spa | Restaurant | Bar,contemporary-comfort,true,"'Réserver maintenant' button visible for direct booking | Options to select check-in and check-out dates, number of rooms and guests",,native_direct,conference rooms | wellness services | restaurant | bar | Spa | Wellness | Ski services | Suites | Seminars,business travelers | leisure guests | Wellness travelers | Ski travelers,modern | functional | welcoming,business_conference,11485629,0.68,
hotel-hotel-des-patients-de-lausanne,Hôtel des Patients de Lausanne,Lausanne,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Avenue de la Sallaz 8, 1005 Lausanne",108,Numero di camere/appartamenti **108**,+41215454111,reception.lausanne@hoteldespatients.ch,mailto:reception.lausanne@hoteldespatients.ch,,Swisstainable Livello I - committed,Valutazione su Ginto,Swisstainable Livello I - committed | Valutazione su Ginto,,verified-external,206,206,CHF,from CHF 206,,,,http://www.hoteldespatients.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-patients-lausanne/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-patients-de-lausanne,https://www.myswitzerland.com/en-ch/accommodations/hotel-search/-/lake-geneva/?associacao-de-hoteis=snowsportshotels&p=5,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-tourelles,Hôtel des Tourelles,Genève,2,false,albergo 2 stelle,Hotel,Classificato come albergo 2 stelle da HotellerieSuisse,"Boulevard James-Fazy 2, 1201 Genève",22,Numero di camere/appartamenti **22**,+41227324423,hotel@destourelles.ch,mailto:hotel@destourelles.ch,,,,,,verified-external,212,172.78,USD,This hotel typically costs between $145–$212 per night for the dates you selected.,,,,https://www.destourelles.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-tourelles/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-tourelles,https://www.google.com/travel/hotels/entity/ChkIiMWr4Me81ZoMGg0vZy8xMWM1czVnZ2JfEAE/prices?ei=UOCTad_IKY-d3ugPr5_huQ4&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ei=xHeUafCnNITh8LAP8PK90Qo&ei=1veUafjGMOCTtvkPzPH7mA0&ei=FhqVaZi7JtKw8LAPjpyimAI&ved=2ahUKEwiYns_q9eGSAxVSGBwAHQ6OCCMQrfoIegUIBBD4AQ,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-des-trois-couronnes,Hôtel des Trois Couronnes,Vevey,5,false,albergo 5 stelle,Hotel,Classificato come albergo 5 stelle da HotellerieSuisse,"Rue d'Italie 49, 1800 Vevey",71,Numero di camere/appartamenti **71**,+41219233200,info@hoteltroiscouronnes.ch,mailto:info@hoteltroiscouronnes.ch,Excellent Cuisine | Wellness & Spa,Swisstainable Livello I - committed,,Excellent Cuisine | Swisstainable Livello I - committed | Wellness & Spa,Premium,verified-external,626,510.19,USD,View all 10 deals from $626,,,,https://www.hoteltroiscouronnes.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-trois-couronnes/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-trois-couronnes,https://www.tripadvisor.ca/Hotel_Review-g198827-d254210-Reviews-Hotel_des_Trois_Couronnes_The_Leading_Hotels_of_the_World-Vevey_Canton_of_Vaud.html,true,premium_price_category | five_star_signal | high_adr,Premium price category | Five-star signal | High ADR proxy,premium_or_luxury | premium_or_luxury | high_adr,enriched,https://www.hoteltroiscouronnes.ch/,"The Trois Couronnes Hotel | Hotel & SPA, Royal Palace in Vevey",Enjoy a luxurious stay in our Royal Palace in Vevey. At the Trois Couronnes Hotel & Destination SPA savor a captivating surrounding panorama.,"The Hôtel des Trois Couronnes is situated in the heart of the Swiss Riviera, offering timeless elegance and breathtaking views of Lake Geneva and the Alps. The hotel features 34 bright rooms that blend classical charm with modern comfort, a fine Japanese restaurant, and the Puresens Spa, providing an enchanting escape for guests.",,timeless elegance | lake views | fine dining | wellness retreat | historical exploration | Spa,understated-luxury,true,Online booking option available | Check availability button on the site | Book now CTA,Mention of TripAdvisor with reviews and links | Tripadvisor mention,native_direct,spa | restaurants | indoor pool | conference facilities | Restaurant | Bar | Pool | Suites | Excellent Cuisine | Swisstainable Livello I - committed,couples | business travelers | wellness guests | food enthusiasts,classical charm | modern comfort | art de vivre | stylish brasserie | Modern,luxury,8990670,0.68,
hotel-hotel-des-voyageurs-boutique,Hôtel des Voyageurs Boutique,Lausanne,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue Grand Saint-Jean 19, 1003 Lausanne",35,Numero di camere/appartamenti **35**,+41213199111,hotel@voyageurs.ch,mailto:hotel@voyageurs.ch,,,Valutazione su Ginto,Valutazione su Ginto,Premium,verified-external,446,363.49,USD,from **$446**,,,,http://www.voyageurs.ch/,https://www.myswitzerland.com/it/alloggi/hotel-des-voyageurs/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-voyageurs-boutique,https://www.trivago.ca/en-CA/oar/hotel-h%25C3%25B4tel-des-voyageurs-boutique-lausanne?search=100-28640,true,premium_price_category,Premium price category,premium_or_luxury,enriched,http://www.voyageurs.ch/,Bienvenue - Hôtel des Voyageurs,JTNDZGl2JTIwaWQlM0QlMjJzYi1jb250YWluZXIlMjIlM0UlM0NkaXYlMjBjbGFzcyUzRCUyMmJvb2tpbmdQbGFjZWhvbGRlciUyMiUzRUJvb2tpbmclMjBNb2R1bGUlM0MlMkZkaXYlM0UlM0MlMkZkaXYlM0U=,"Hôtel des Voyageurs is a boutique hotel located in the heart of Lausanne, offering timeless elegance and charm. With 35 rooms and suites in an art deco building, it combines modern comfort with a warm atmosphere, making it ideal for urban escapes.",Français | English | Deutsch | German | French,urban escape | intimate atmosphere | art deco heritage | central location | Spa | Ski services,boutique-elegance,true,Reservation form visible on the homepage | Prominent 'Book Now' CTA,,native_direct,buffet breakfast | quiet working spaces | family-friendly atmosphere | accessibility to shopping and historic sites | Spa | Ski services | Suites | Valutazione su Ginto,couples | business travelers | families | Ski travelers,timeless elegance | contemporary warmth | art deco design | Boutique,upper_upscale,3157638,0.68,
hotel-hotel-dieschen,Hotel Dieschen,Lenzerheide/Lai,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Voa Plam Nesa 2, 7078 Lenzerheide/Lai",44,Numero di camere/appartamenti **44**,+41813852022,info@hotel.dieschen.ch,mailto:info@hotel.dieschen.ch,Biking | Golf | Hiking | Snowsports,,,Biking | Golf | Hiking | Snowsports,,unclassified,,,,,,,,https://www.hotel-dieschen.ch/,https://www.myswitzerland.com/it/alloggi/hotel-dieschen/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dieschen,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-diplomate,Hôtel Diplomate,Genève,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Rue de la Terrassière 46, 1207 Genève",44,Numero di camere/appartamenti **44**,+41225928787,hoteldiplomate@bluewin.ch,mailto:hoteldiplomate@bluewin.ch,,,,,,verified-external,240,195.6,USD,View all 7 deals from $240,,,,https://www.hoteldiplomate.ch/,https://www.myswitzerland.com/it/alloggi/hotel-diplomate/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-diplomate,https://www.tripadvisor.com.au/Hotel_Review-g188057-d237552-Reviews-or15-Best_Western_Hotel_Diplomate-Geneva.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-dom,Hotel Dom,St. Gallen,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Webergasse 22, 9000 St. Gallen",39,Numero di camere/appartamenti **39**,+41712277171,info@hoteldom.ch,mailto:info@hoteldom.ch,Design,ibex fairstay bronze | TOP formazione aziendale livello 1,Valutazione su Ginto,Design | ibex fairstay bronze | TOP formazione aziendale livello 1 | Valutazione su Ginto,,verified-external,151,123.06,USD,"While the average hotel room in Saint Gallen typically ranges from $151 to $200, **Hotel Dom, zentral - herzlich - sozial engagiert** offers a more premium experience with rooms priced between $251 and $300. This slight increase in price reflects the hotel's exceptional commitment to personalized service, central location, and warm hospitality, making it an ideal choice for travelers seeking both comfort and a heartfelt connection during their stay.",,,,https://www.hoteldom.ch/,https://www.myswitzerland.com/it/alloggi/hotel-dom/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dom,https://www.agoda.com/hotel-dom/hotel/saint-gallen-ch.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-donatz-ag,Hotel Donatz AG,Samedan,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Plazzet 15, 7503 Samedan",25,Numero di camere/appartamenti **25**,+41818524666,info@hoteldonatz.ch,mailto:info@hoteldonatz.ch,Excellent Cuisine | Golf | Hiking | Snowsports,Swisstainable Livello I - committed,Valutazione su Ginto,Excellent Cuisine | Golf | Hiking | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto,,verified-external,216,216,CHF,from CHF 216,,,,http://www.hoteldonatz.ch/,https://www.myswitzerland.com/it/alloggi/hotel-donatz/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-donatz-ag,https://www.myswitzerland.com/en-il/accommodations/hotel-search/-/engadin/?p=2,false,,,,,,,,,,,,,,,,,,,,,,
hotel-hotel-drake-longchamp,Hotel Drake Longchamp,Genève,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Rue Butini 7, 1202 Genève",156,Numero di camere/appartamenti **156**,+41227164848,reservation@hdlge.ch,mailto:reservation@hdlge.ch,Aparthotel,Swisstainable Livello II - engaged,Valutazione su Ginto,Aparthotel | Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,168,136.92,USD,View all 10 deals from $168,,,,https://www.hdlge.ch/,https://www.myswitzerland.com/it/alloggi/drake-longchamp-swiss-quality-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-drake-longchamp,https://www.tripadvisor.com/Hotel_Review-g188057-d229917-Reviews-Hotel_Drake_Longchamp-Geneva.html,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.hdlge.ch/,Homepage - Hôtel Drake Longchamp,,"The Drake Longchamp Hotel in Geneva offers elegantly appointed rooms with kitchens, ideally located near international organizations and Lake Geneva. Guests can enjoy personalized service and a variety of amenities, including a bar, a grocery store, and a terrace.",English | French | Italian,business-friendly | family-oriented | modern comfort | central location | personalized service | Spa,contemporary-elegance,true,Direct booking offers available including discounts and special offers. | Reservation confirmation through link to contact reception.,Tripadvisor mention,native_direct,fitness room | laundry service | room service | parking available | free public transport ticket | pet-friendly | Spa | Bar | Ski services | Suites,business travelers | families | couples | long stays | Ski travelers,equestrian-inspired design | contemporary ambiance | warm service | elegant comfort | Boutique,midscale,5301433,0.68,
hotel-hotel-drei-koenige-2,Hotel Drei Könige,Luzern,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Bruchstrasse 35, 6003 Luzern",63,Numero di camere/appartamenti **63**,+41412480480,hotel@drei.koenige.ch,mailto:hotel@drei.koenige.ch,,Swisstainable Livello II - engaged,Valutazione su Ginto,Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,216,176.04,USD,View all 10 deals from $216,,,,https://www.drei-koenige.ch/,https://www.myswitzerland.com/it/alloggi/hotel-drei-koenige-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-drei-koenige-2,https://www.tripadvisor.ca/Hotel_Review-g188064-d257481-Reviews-Drei_Konige_Hotel_Lucerne-Lucerne.html,false,,,,,,,,,,,,,,,,,,,,,,
